State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
2500,05/21/2021,14.2,0.491,7.83,33,20,-2.06,-35.4,28.6,37.3
3400,05/21/2021,15.8,9.4,5.69,30.3,19.8,4.5,-24.8,29.4,37.6
3600,05/21/2021,15.6,0.872,-7.19,22.9,21,-4.37,-32.7,28.2,33.7
4400,05/21/2021,5.04,-21.1,0.425,26.1,15,-13.5,-33.9,31.2,44.7
900,05/22/2021,11.9,8.19,-11.1,20.7,17.4,-6.63,-35.2,22.5,25.7
2500,05/22/2021,14.5,-0.47,8.96,33.8,19.8,5.6,-35.6,27.8,35.9
3400,05/22/2021,16.2,7.79,10.9,30.5,19.6,7.71,-22.3,28.9,37
3600,05/22/2021,15.9,0.826,-7.02,23.5,21.5,-2.56,-33,28.5,33.9
4400,05/22/2021,4.8,-22.6,12.3,28.4,13.3,-8.42,-41.5,28.1,40.6
900,05/23/2021,12.2,7.85,-11.9,20.7,16.2,-8.18,-34.1,23,27.4
2500,05/23/2021,13.6,-0.691,6.98,33.4,18.5,3.74,-34.9,25.8,33.1
3400,05/23/2021,16.3,7.05,14.8,30.5,18,6.07,-21.8,28.5,37.7
3600,05/23/2021,15.2,0.56,-8.32,23.5,19.6,-4.32,-32.6,27.2,33
4400,05/23/2021,3.54,-23.3,-16.8,28.3,10.8,-7.76,-38.3,28.9,44.5
900,05/24/2021,12.3,7.91,-9.09,18.5,15.2,-7.1,-31.7,20.2,23.4
2500,05/24/2021,12.1,-0.164,7.32,29.8,15.5,-0.338,-33.3,22.7,30
3400,05/24/2021,14.9,5.82,19.4,28.2,12.6,6.8,-20.5,24.3,34.7
3600,05/24/2021,13.7,0.82,-8.28,21.1,15.7,-4.17,-32.6,23,28.5
4400,05/24/2021,2.93,-21,-25,24,8.84,-21.2,-46.4,27.4,43.2
900,05/25/2021,12.1,9.1,-8.24,14.6,10.5,-5.15,-29.7,17.1,21.3
2500,05/25/2021,12.3,0.581,9.53,28.4,12.6,7.49,-32.3,19.5,26.5
3400,05/25/2021,15.1,7.53,25.9,26.3,10.2,10.5,-19.6,21.9,32.2
3600,05/25/2021,13.6,3.79,-8.14,19.9,13.3,0.802,-30,19.6,24.5
4400,05/25/2021,1.9,-18.7,-28.5,12.5,4.63,-10.8,-48.7,21.5,35.7
900,05/26/2021,13.9,11.9,-4.88,15,13.1,-2.07,-26.2,18.2,21.4
2500,05/26/2021,13.5,1.98,10.7,25.9,14.1,6.44,-31.5,18.3,22.7
3400,05/26/2021,16.3,9.09,30.6,26.5,11.5,11.2,-17.4,22.4,32
3600,05/26/2021,13.9,5.24,-10.6,17.7,14.6,3.06,-27.1,18.2,21
4400,05/26/2021,3.93,-20,-26.6,10.4,6.93,-22.9,-43,26,41.7
900,05/27/2021,20.7,15.3,2.43,16.2,16.6,20.2,-19.2,18.6,20
2500,05/27/2021,16.6,0.0686,12.6,24,11.8,33.5,-28.8,15.8,20
3400,05/27/2021,21.2,8.12,32.8,25.2,10.3,39,-12,20.1,28.9
3600,05/27/2021,18.1,4.46,-6.81,16.4,14,24,-21.7,16.5,18.4
4400,05/27/2021,10.7,-17.2,-22.8,7.01,5.94,32.3,-42.2,27.7,45.3
900,05/28/2021,13.6,10.1,-5.93,14.5,13.9,2.42,-22.8,17.2,19.4
2500,05/28/2021,16.5,4.72,14.6,28.7,17,9.67,-25.7,18.9,21.3
3400,05/28/2021,18,10.9,33.2,25.7,13.8,14,-15.7,22.6,30.4
3600,05/28/2021,14.7,6.2,-8.96,18.3,15.8,7.66,-20.7,17.4,18.6
4400,05/28/2021,7.19,-14.9,-30.2,16.5,7.7,-35.5,-44.2,32.1,52.6
900,05/29/2021,13.5,9.91,-3.88,14.1,15.2,3.71,-21,17.3,18.6
2500,05/29/2021,15.7,5.77,20.1,26.1,17.9,11.1,-25.2,17.9,18.5
3400,05/29/2021,18.3,10.7,37.2,26.6,15.5,11.6,-15.9,22.8,29.4
3600,05/29/2021,14.4,5.55,-12.2,17.7,16.7,9.81,-19.5,16.8,16.9
4400,05/29/2021,6.24,-15.4,-39.6,8.5,11.7,-42,-45.5,29.8,44.4
900,05/30/2021,13.3,10.1,-1.15,13.5,15.6,6.16,-23.5,16.1,16.5
2500,05/30/2021,14.9,7.39,27.9,25.4,15.9,11.2,-25,16.5,17.6
3400,05/30/2021,17.7,11.3,39.4,26.3,15.3,12.6,-15.8,22.2,28.4
3600,05/30/2021,14.1,6.29,-9.59,16.9,16.8,9.57,-20.7,16.7,16.7
4400,05/30/2021,6.6,-14.1,-13.6,5.72,10.7,6.25,-49.2,27.9,41.6
900,05/31/2021,17.1,16.9,1.45,13.7,18.6,8.08,-19.2,16.7,15.5
2500,05/31/2021,15.2,6.78,35.2,23,12.7,22.7,-25.3,13.1,13.9
3400,05/31/2021,17.7,10,40.6,21.4,10.7,17.6,-10.4,17.6,23.9
3600,05/31/2021,13.3,4.45,-10.5,11.4,13.9,8.31,-17.5,11.6,9.91
4400,05/31/2021,7.63,-10.9,-28,-1.57,9.08,-5.36,-40.8,19.2,26.9
900,06/01/2021,13.2,10.5,2.45,16,21.3,2.74,-27.8,20.3,19.8
2500,06/01/2021,16,9.94,17.7,25.2,22.2,7.69,-23.5,20,18.7
3400,06/01/2021,18.5,13.8,28.7,28.4,22.6,13,-14.8,27.2,31.5
3600,06/01/2021,15.7,8.13,-10.5,17.5,21.9,6.4,-19.1,21.8,21.8
4400,06/01/2021,9.7,-11.1,-17.3,7.99,16.5,-25.2,-38.3,31.4,43.2
900,06/02/2021,12.9,10.1,2.94,12.7,19.9,4.72,-29.4,18.2,17.2
2500,06/02/2021,16.1,10.3,18.8,25,19.7,10.2,-23.1,19.7,20.3
3400,06/02/2021,18,13.2,30.9,26.2,19.5,14.7,-13.9,24.7,29.5
3600,06/02/2021,16.5,7.89,-7.6,18.2,19.9,7.15,-18.7,21.7,23.1
4400,06/02/2021,7.18,-12.2,-11,9.53,17.3,-27.9,-46,26.3,33.7
900,06/03/2021,11.9,7.21,1.57,12.1,17.1,6.04,-30.8,16.7,16.6
2500,06/03/2021,14.5,10.5,18.9,21.8,17.5,9.09,-26,16.9,17
3400,06/03/2021,16.6,12.1,25.7,25.4,17,11,-13.4,23.1,28.5
3600,06/03/2021,16.8,8.33,-7.73,17.3,18,4.29,-19.2,20.4,22.3
4400,06/03/2021,4.55,-8.34,-23.6,6.53,14.8,-1.3,-47,16.1,17.4
900,06/04/2021,13.1,9.46,2.96,12.9,17.9,6.87,-28.7,16.1,15.1
2500,06/04/2021,13.7,8.16,16.1,23,15.1,13.2,-24.8,16.4,18.2
3400,06/04/2021,15.7,11.5,26.9,23.8,14.9,12.3,-14.4,21.1,26.6
3600,06/04/2021,15.6,7.41,-11.1,16,15.9,4.21,-20.3,18.9,21.2
4400,06/04/2021,3.93,-11.4,-30.7,0.668,14.5,29.9,-52.1,14.8,15.6
900,06/05/2021,12.5,9.45,-0.0666,12.2,16.5,6.66,-31.9,14.4,13.2
2500,06/05/2021,13.9,7.81,14.4,20.2,14.2,10.6,-23.9,14.9,16.2
3400,06/05/2021,15.4,11.3,26.9,21.9,13.5,13.3,-14.3,19.3,24.6
3600,06/05/2021,15.6,8.49,-8.49,15,14.8,4.86,-21.1,17.9,20.3
4400,06/05/2021,4.33,-10.1,-19.4,2.76,10.3,23.3,-43.7,12.8,15.5
900,06/06/2021,12.7,9.9,-0.979,11.7,17.3,8.07,-30,14.1,12.3
2500,06/06/2021,14.8,7.15,9.44,19.5,15.3,10.4,-23.4,15.8,16.9
3400,06/06/2021,15.6,10.7,26.8,20.4,13.6,14.8,-13.3,18.3,22.7
3600,06/06/2021,15.8,8.47,-6.72,14.1,15,6.8,-19.8,17.3,19
4400,06/06/2021,5.48,-10.9,-11.4,2.14,12.1,33.3,-42.9,11.9,12.8
900,06/07/2021,12.8,8.37,-5.12,12.2,14.4,8.4,-25.4,12.9,12
2500,06/07/2021,14.7,6.51,7.95,19,14,11,-24.4,15.5,17.5
3400,06/07/2021,17.8,10.9,26.2,23.1,15.7,15.7,-8.36,20.6,25.2
3600,06/07/2021,16.2,7.48,-8.28,14.2,15,9.52,-17.8,17.2,18.8
4400,06/07/2021,3.9,-13.1,-4.99,1.17,13.7,46.2,-41.5,8.11,4.59
900,06/08/2021,11.9,7.48,-7.3,15.4,14.1,4.71,-22.5,13.9,13.9
2500,06/08/2021,14.3,5.89,14.5,21.4,14,9.77,-25.9,17.4,21.2
3400,06/08/2021,17,10.2,31.8,24.8,13.7,13.9,-6.66,20.4,26.6
3600,06/08/2021,15.6,6.43,-8.29,17.8,14.8,7.68,-20.3,18.1,20.6
4400,06/08/2021,2.61,-15.4,-18.1,5.36,14.7,12.9,-48.9,11,8.68
900,06/09/2021,11.2,6.75,-11.2,19.4,17.1,1.91,-23.1,16.5,16.2
2500,06/09/2021,14.2,5.84,13.7,24.5,15.1,9.67,-26.2,19.4,24.1
3400,06/09/2021,16.3,9.66,27,27.4,13.5,13.4,-5.48,21.4,28.6
3600,06/09/2021,14.4,6.3,-9.76,18.5,15.3,5.64,-20.9,19.2,22.2
4400,06/09/2021,4.25,-14,-24.1,7.65,13.1,21.2,-48.5,13.9,15.1
900,06/10/2021,11.4,9.3,-12,18.1,17.6,0.868,-22.5,16.6,16.1
2500,06/10/2021,14.9,5.99,19,23.4,16.5,15.7,-27.4,20.4,24.5
3400,06/10/2021,17.3,10.7,34.2,30.3,13.5,18,-4.86,23.3,32.1
3600,06/10/2021,14.3,5.97,-6.51,19.1,15.4,8.23,-19.9,19.5,22.8
4400,06/10/2021,5.41,-14.5,-15.2,7.58,10.5,17.2,-52.1,12.6,14.7
900,06/11/2021,10.7,9.9,-10.6,16.2,16.4,5.68,-24.3,16.9,17.3
2500,06/11/2021,13.9,6.18,20.1,17.4,15.2,14.1,-29.6,17.7,20.4
3400,06/11/2021,16.7,10.4,30.8,31.2,11.5,18.8,-2.97,22.8,33
3600,06/11/2021,13.7,5.75,-3.87,18.8,14.6,5.09,-21.3,19,22.6
4400,06/11/2021,4.83,-16.4,-6.3,10.6,10.7,13.2,-36.1,13.9,16.7
900,06/12/2021,10.7,8.88,-9.02,16.4,16.1,6.56,-22,16.9,17.5
2500,06/12/2021,12.8,4.55,12.3,21.7,13.1,12,-29.7,17.2,21.5
3400,06/12/2021,16.2,10.1,27.5,32,8.4,19.4,-2.25,22.3,34.8
3600,06/12/2021,13.1,4.04,-6.6,18.5,12.8,4.9,-19.3,18.2,22.5
4400,06/12/2021,6.37,-18.4,-8.56,10.3,11.4,9.12,-46.9,17.3,22.3
900,06/13/2021,10.5,8.39,-7.21,13.9,15,7.44,-20.5,16,16.7
2500,06/13/2021,12.9,4.92,11,21,13.9,13.5,-28.9,16.8,20
3400,06/13/2021,16.9,12.8,27,33.8,6.7,18.9,0.369,23,37.5
3600,06/13/2021,13.2,2.45,-6.48,18.7,11.7,4.23,-18,18.3,23.5
4400,06/13/2021,5.96,-18.6,-10,13.6,11.6,5.08,-53.1,19.8,26.8
900,06/14/2021,9.53,9.37,-5.54,11.5,15.5,9.88,-24.8,14.7,14.2
2500,06/14/2021,12.3,4.56,9.76,18.8,12.1,15.4,-27.1,15.4,19
3400,06/14/2021,13.7,11.5,28.4,29,1.42,16.7,-3.92,18,32.9
3600,06/14/2021,12.8,2.8,-7.07,17.1,10.6,5.2,-16.5,17.4,22.8
4400,06/14/2021,7.28,-18.8,-17,17.7,8.24,4.13,-53.7,22.1,34.4
900,06/15/2021,9.14,10.8,-6.99,10.3,14.3,13.7,-27.1,13.7,13.3
2500,06/15/2021,13,6.72,12,17.7,12.1,12,-24.3,13.9,16
3400,06/15/2021,13.5,11.2,26.3,27.5,1.72,16.9,-7.23,17.7,32.1
3600,06/15/2021,12.7,2.62,-5.65,15.7,9.24,5.59,-14.1,16.3,22
4400,06/15/2021,10.2,-15.9,12.6,15.3,10.5,13.1,-36.7,20.6,29.4
900,06/16/2021,9.13,9.71,-6.7,10.1,13.6,10.3,-25.2,14.3,14.8
2500,06/16/2021,13,5.23,14.3,17.3,14.6,6.46,-22.8,15.2,16.2
3400,06/16/2021,14.4,10.5,32.3,28.9,3.86,16.4,-9.82,19.8,34.2
3600,06/16/2021,13.3,0.96,-1.8,16.7,10.4,5.81,-13.5,17.4,23.1
4400,06/16/2021,7.45,-18.8,11,12.8,11.6,-0.568,-38.3,17,21.6
900,06/17/2021,8.45,10,-7.7,10.9,14.3,5.05,-24.8,15,15.4
2500,06/17/2021,12.2,4.28,5.46,18.7,15.2,5.14,-21.7,15.7,16.7
3400,06/17/2021,14.1,11,28.7,28.2,7.01,11.2,-10,20.6,32.8
3600,06/17/2021,13.1,1.51,-4.06,17.4,12.6,3.78,-12.1,18.1,22.4
4400,06/17/2021,6.21,-20,3.45,11.3,14.4,-5.27,-37.2,19.6,24.1
900,06/18/2021,9.46,9.24,-6.49,15.3,18.5,4.64,-24.9,18.2,18
2500,06/18/2021,13.2,5.55,10,22.1,18.2,2.57,-20,18.3,18.9
3400,06/18/2021,15.7,12.8,31.2,30.9,11.7,10.3,-9.85,24,35.1
3600,06/18/2021,14.7,3.2,-3.34,20.7,16.4,6.59,-10.1,21.1,24.9
4400,06/18/2021,6.4,-21,4.25,11.6,17.2,-13.9,-45.7,18.4,19.6
900,06/19/2021,9.21,9.19,-8.2,16.8,20.8,-0.964,-25.1,19.7,19
2500,06/19/2021,15,5.66,17.4,20.5,22.2,5.14,-19.8,21.1,20.7
3400,06/19/2021,16.5,12.7,34.4,32.3,16.6,9.78,-11.4,26.5,35.5
3600,06/19/2021,16,4.49,-0.348,23.6,20.2,5.97,-11.4,24.1,27.2
4400,06/19/2021,5.61,-19.3,11,12.2,17.3,-20.8,-40.6,17.9,18.7
900,06/20/2021,7.89,9.99,-8.7,18,22.3,-1.79,-27.5,18,15.3
2500,06/20/2021,14,6,20.9,18.9,21.2,1.62,-22.4,20.9,21.1
3400,06/20/2021,15.8,11.8,38.1,29.5,19.1,9.88,-13.8,26.2,32.8
3600,06/20/2021,15.3,6.15,1.04,22.2,21.6,6.26,-12.8,23.4,24.8
4400,06/20/2021,5.77,-19,15.9,8.95,19,-29.8,-28.2,18,17.7
900,06/21/2021,7.46,8.38,-9.9,19.4,21.2,-4.25,-26.6,19.4,18.3
2500,06/21/2021,14.5,6.87,22.1,19.6,22.6,2.45,-26,21.4,20.8
3400,06/21/2021,16.9,12.9,37.5,30.4,20.6,9.35,-12.7,27.2,33.1
3600,06/21/2021,15.2,6.05,2.32,23.7,21,4.6,-13.9,22.8,24.3
4400,06/21/2021,7.19,-17.7,22.8,6.49,19.6,-34.2,-29.9,18.4,17.6
900,06/22/2021,8.42,8.13,-4.96,21.1,23.5,-4.55,-29.8,21.4,20.1
2500,06/22/2021,14.4,6.84,18.7,19.7,22.3,1.9,-27.2,22.2,22.6
3400,06/22/2021,17.8,13.4,42.5,32.9,21.8,8.74,-12.4,29,35.6
3600,06/22/2021,15.7,6.27,2.39,24.8,22.7,2.98,-13.9,23.9,24.7
4400,06/22/2021,3.01,-18,-6.34,3.85,14.4,-37.2,-47.7,15.7,16.9
900,06/23/2021,8.44,9.71,-3.2,20.4,24,-1.58,-30.5,20.4,18.2
2500,06/23/2021,14.6,8.53,18.1,20.6,21.4,1.6,-24.9,20.9,20.9
3400,06/23/2021,17.5,15.9,39,31.7,22.1,6.43,-10.9,28.3,33.9
3600,06/23/2021,15.7,8.66,1.7,23.8,22.5,3.33,-15,23,23.3
4400,06/23/2021,4.07,-14.2,-3.82,3.74,14.4,-30,-40.9,15.7,16.9
900,06/24/2021,9.29,9.62,1.04,20.1,23.4,4.35,-31,19.5,17
2500,06/24/2021,15.5,8.93,22,18.9,20.3,-1.18,-20.1,19.8,20
3400,06/24/2021,18,14.7,42.5,30.8,19.8,11.6,-9.84,26.3,32.2
3600,06/24/2021,15.4,8.16,-3.61,22.8,20.5,7.61,-17.3,22.3,23.7
4400,06/24/2021,6.08,-12.7,1.73,7.06,12.8,-20.2,-42.5,17.8,22.2
900,06/25/2021,9.27,11.9,-0.414,14.1,19.7,0.532,-31.1,15.4,12.7
2500,06/25/2021,14.7,8.23,20.6,16.6,18.4,1.64,-20,17.3,16.8
3400,06/25/2021,16.9,13.9,42.5,26.7,17,10.3,-9.23,23.2,29
3600,06/25/2021,14.4,7.52,-2.16,19,18.1,7.02,-17.2,19.8,21.1
4400,06/25/2021,5.71,-11.5,-0.27,5.45,11.9,-3.66,-40.3,19.4,26
900,06/26/2021,9.05,11.6,0.344,9.29,17.1,5.45,-29.2,11.9,8.7
2500,06/26/2021,13.1,8.17,22.1,14,14.5,-0.6,-22.7,13.4,12.9
3400,06/26/2021,15.8,13.7,39.7,23.3,13.8,9.15,-8.73,20.8,27.1
3600,06/26/2021,13,6,-1.96,16.6,14.2,8.8,-16.7,16.7,18.6
4400,06/26/2021,-1.08,-11.1,-8.64,-1.09,9.83,-3.06,-36.3,15.3,20
900,06/27/2021,9.77,10.3,2.48,8.05,14.2,10,-27.1,12.5,11.4
2500,06/27/2021,12.5,7.26,21.2,14.5,13.2,3.87,-18.9,11.8,11
3400,06/27/2021,14.7,11.8,36.2,23,11,7.57,-7.82,18.8,25.9
3600,06/27/2021,12.6,5.61,-2.18,16.2,11.7,10.6,-16,15,17.7
4400,06/27/2021,-0.474,-9.01,-19,-3.42,5.88,-2.79,-28.6,13,19.3
900,06/28/2021,9.92,12,7.66,5.39,14.4,14,-29.1,10.7,8.38
2500,06/28/2021,12,6.97,19.3,16.4,12.1,0.252,-12.7,11.1,10.9
3400,06/28/2021,14.4,11.3,34.2,23.1,11.7,9.54,-8.44,19.7,27.1
3600,06/28/2021,12.9,6.74,-2.2,16.5,12.5,11.6,-15.6,15.8,18.4
4400,06/28/2021,-0.0003,-9.96,-20.3,-2.25,3.69,-10.6,-18.5,12.5,20.4
900,06/29/2021,10.3,12.6,3.54,4.2,15.7,10.9,-29.9,10.5,7.23
2500,06/29/2021,12.3,7.27,21.9,15.2,12.2,3.28,-11.3,10.5,9.61
3400,06/29/2021,14.3,12.4,34.2,22.6,12.5,6.43,-7.76,19.8,26.5
3600,06/29/2021,12.7,8.43,0.536,15.7,12.6,15.5,-17.4,15.7,18.2
4400,06/29/2021,2.75,-9.16,-18.3,-1.57,8.27,-12,-19.1,14.2,19.2
900,06/30/2021,10.5,11.8,1.83,4.72,16.3,10.3,-29.8,11,7.68
2500,06/30/2021,12.6,9.12,21.2,12.4,11.5,10.4,-15.6,10.3,10
3400,06/30/2021,14.5,11.6,33.4,21.4,13.4,6.08,-7.78,19.5,25.1
3600,06/30/2021,13.3,8.2,-1.49,16,14.2,17,-16.9,16.3,17.9
4400,06/30/2021,3.69,-9.84,-28.4,-6.04,11.7,-22,-25.4,15,17.5
900,07/01/2021,9.99,11,-9.07,3.68,14.7,12.4,-25.6,10,7.06
2500,07/01/2021,12.3,9.37,8.06,14.4,11.5,14.7,-18.6,10.7,10.9
3400,07/01/2021,13.9,11.5,19.8,21.2,13.3,4.44,-8.78,19.5,25.1
3600,07/01/2021,13.5,8.21,-3.43,16.5,14.8,14.7,-16.2,16.5,17.9
4400,07/01/2021,6.94,-8.72,-39.8,-5.94,12,-29.1,-16.6,11.6,10.8
900,07/02/2021,8.92,7.94,-12.4,6.06,14.8,9.18,-24.4,10.7,7.97
2500,07/02/2021,12.3,9.32,-0.206,17.9,10.5,18.8,-17.7,12.7,15.6
3400,07/02/2021,14,9.61,17.8,22.6,13.9,6.39,-11.9,20.3,26.2
3600,07/02/2021,13.5,6.68,-7.57,18.3,14.3,12.8,-18.9,16.4,18.1
4400,07/02/2021,8.52,-9.52,-46.3,-3.3,7.77,-37.1,-12.3,10.5,12.3
900,07/03/2021,7.68,7.58,-15.4,6.67,9.63,11.1,-24.9,8.81,8.26
2500,07/03/2021,10.3,5.87,-5.46,17.7,2.51,28,-14,8.56,15.3
3400,07/03/2021,12.8,7.65,14.1,22.5,10.9,7.55,-13.4,18.3,25.2
3600,07/03/2021,11.6,4.26,-13.2,15.8,9.3,15.4,-20.5,13.1,16.3
4400,07/03/2021,14.2,-13.9,-51.2,-0.599,4.46,-35.5,-14.3,9.45,13.6
900,07/04/2021,14.4,7.86,-12,8.62,12.9,25.8,-20.1,11.6,10.7
2500,07/04/2021,17.7,9.13,-0.186,21.6,7.75,44.6,-14.2,14.3,21.6
3400,07/04/2021,18.3,8.86,19.6,23.8,11.8,27.1,-13.7,20.2,28.2
3600,07/04/2021,17.6,4.72,-8.07,20.7,11.1,34.3,-18,16.6,21.5
4400,07/04/2021,15.5,-13.2,-45.3,6.64,6.84,-2.58,-12.1,16,24.1
900,07/05/2021,8.54,11.1,-16.6,8.44,16.6,0.472,-19.7,11.2,7.83
2500,07/05/2021,13.5,13,2.9,21.1,12.4,21.3,-21.5,15.2,18.8
3400,07/05/2021,13.3,13.8,18.8,23.7,15.6,-5.05,-14.7,21.1,26.3
3600,07/05/2021,12.9,9.74,-7.82,18.8,14.8,5.79,-20.6,16.6,18.2
4400,07/05/2021,8.55,-4.84,-35.7,-1.21,10,-5.79,-25.4,8.48,6.61
900,07/06/2021,9.49,9.74,-12.7,8.99,16.7,8.95,-22.2,12.5,9.79
2500,07/06/2021,13.8,10.9,2.06,21.6,12.7,23.5,-19.3,16,20
3400,07/06/2021,15.3,11.6,19.9,23.9,15.7,7.47,-13.6,22.2,28.2
3600,07/06/2021,14.4,7.78,-8.72,19.6,16.5,8.11,-17.7,18.2,19.6
4400,07/06/2021,10.2,-4.47,-38.7,-1.81,7.88,-9.01,11.3,10.7,12.7
900,07/07/2021,9.65,11.8,-12,9.09,15.4,4.94,-21.9,11.5,8.97
2500,07/07/2021,13.2,10.9,1.25,23.1,12.9,17,-19.3,17.2,22
3400,07/07/2021,15.5,12.4,21,26,15.2,8.43,-14.7,23.1,30.6
3600,07/07/2021,14.7,8.63,-8.38,21.1,17.5,5.76,-17.7,19.9,21.9
4400,07/07/2021,9.51,-5.79,-32.6,4.01,6.08,-12.2,11.8,13.8,20.4
900,07/08/2021,8.99,10.9,-6.34,8.56,18.8,-5.86,-26.2,12.6,8.58
2500,07/08/2021,12.4,12.7,10.1,20.9,13.7,9.03,-18.8,16.8,20.5
3400,07/08/2021,14.9,12.9,32,25.5,14.7,5.79,-13.4,22.8,30.5
3600,07/08/2021,13.6,8.29,-2.53,20.1,17,2.32,-18.7,18.9,20.5
4400,07/08/2021,6.17,-5.49,-24.5,0.563,9.29,-15.5,18.9,15.7,21.1
900,07/09/2021,9.32,13.4,-3.08,7.38,18,-6.67,-26.4,11.6,7.51
2500,07/09/2021,11.4,11.8,16.9,17.9,12.1,0.526,-18.7,14.1,16.6
3400,07/09/2021,15,15.2,34.9,26.5,13.1,3.2,-11.7,22.2,30.8
3600,07/09/2021,13,9.15,1.79,19.3,16.3,1.67,-17.8,18.5,20.3
4400,07/09/2021,3.23,-4.76,-23.1,0.507,8.11,-18.7,12.3,14.2,19.4
900,07/10/2021,9.16,13.7,-7.4,9.81,18,-9.38,-27.2,12.9,9.65
2500,07/10/2021,10.5,12.5,11.5,19.4,13,-2.68,-17.3,15.2,17.8
3400,07/10/2021,13.9,15,34.1,26.4,11.3,-1.48,-8.61,21.2,30.4
3600,07/10/2021,11.6,10.4,-0.344,18.2,15.4,-4.04,-18.4,16.7,17.7
4400,07/10/2021,7.16,-6.72,-20.8,7.93,8.88,-21.9,17.4,14.9,20
900,07/11/2021,8.5,12.8,-10.6,11.2,18.9,-14.8,-27.9,13.9,10.6
2500,07/11/2021,9.85,10.9,10.3,17.9,12.8,-13.1,-18.7,15.4,18.4
3400,07/11/2021,13.6,14.4,34.5,28.2,11.1,-4.43,-10,22.2,32.7
3600,07/11/2021,11.2,10.5,-1.56,20.6,15.9,-12.4,-18.8,18.1,19.8
4400,07/11/2021,4.08,-11.5,-12,12.4,10.1,-25.1,-12.8,16.6,22.3
900,07/12/2021,10.8,14.3,-8.65,13,20.6,-10.6,-26.3,14.8,11.1
2500,07/12/2021,10.8,12.5,11.4,17.1,13.1,-6.84,-21.7,15.7,18.6
3400,07/12/2021,14.8,14.6,36.5,30.4,10.8,-3.46,-9.7,22.8,34.2
3600,07/12/2021,12.1,10.1,0.241,21.9,16.4,-8.62,-19.4,18.8,20.7
4400,07/12/2021,5.23,-12.1,-19.9,11.7,11.7,-4.49,-7.63,14.5,17.2
900,07/13/2021,9.85,11.4,-11,14,18.5,-9.74,-25.5,14.2,11.2
2500,07/13/2021,9.25,10.8,9.41,19,9.85,-8.46,-22.1,14.2,18.9
3400,07/13/2021,13.2,12,34.6,31.5,8.04,-2.97,-10.8,21.2,33.7
3600,07/13/2021,11.5,8.91,0.223,22.9,14,-5.06,-18.8,17.6,20.4
4400,07/13/2021,6.23,-15.3,-10.6,18.8,11,6.85,-9.56,17.5,23.5
900,07/14/2021,8.93,9.55,-11.6,12.8,17.2,-6.55,-23.2,14.1,12
2500,07/14/2021,10.2,10.4,8.99,20.7,9.6,-5.5,-20.9,13.7,18.1
3400,07/14/2021,12.4,11.4,31.8,31,6.97,-3.54,-10.7,20.3,33.1
3600,07/14/2021,10.7,8.32,-1.68,21.9,12.4,-2.04,-19.9,16.1,19.1
4400,07/14/2021,6.09,-14.8,-11.3,23.9,10.7,-18.5,-17.6,15.2,19.6
900,07/15/2021,9,11.4,-8.79,14.6,15.5,-1.89,-23.1,14.8,14.3
2500,07/15/2021,10.7,11.3,6.41,21.7,8.34,0.933,-20.7,12.6,17.2
3400,07/15/2021,13,11.9,30.8,31.9,7.07,-0.698,-10.7,20.7,33.7
3600,07/15/2021,11.5,9.32,0.774,23.9,12.4,0.245,-20,17.2,21.1
4400,07/15/2021,5.75,-16,-20,23.1,7.68,-16.2,-21.3,14.2,20.8
900,07/16/2021,9.03,11.5,2.17,15.4,17.8,3.64,-22.8,15.3,13.6
2500,07/16/2021,10.6,12.8,8.25,21.8,10,7.79,-22.3,13.3,16.8
3400,07/16/2021,13.2,11.4,30.1,31.4,7.74,0.862,-7.64,21,33.7
3600,07/16/2021,12.5,10.7,4.77,23.8,12.7,4.11,-17.8,17.3,21.1
4400,07/16/2021,6.06,-17.7,-13.9,21.1,13,-14,-23.2,15.1,17.8
900,07/17/2021,8.7,12.1,7.47,14.1,18,5.59,-24.3,15.4,13.7
2500,07/17/2021,10.9,14,16,20.6,10.3,6.55,-23,12.4,14.9
3400,07/17/2021,13.9,12.1,27,30.6,9.06,6.27,-8.92,21.1,32.4
3600,07/17/2021,13.4,10.6,5.9,24.4,13,6.34,-17.1,18.4,22.9
4400,07/17/2021,6.66,-19.1,-15.3,16,15.9,-11.8,-32.9,16.1,17.2
900,07/18/2021,9.42,12.8,11.1,14.5,20,6.58,-24,16.3,13.9
2500,07/18/2021,12,15.8,20.4,22.9,11.5,8.79,-24.1,13.7,16.2
3400,07/18/2021,15.2,13.6,25.9,30.7,10.8,9.26,-6.38,21.8,32.2
3600,07/18/2021,13.8,11.6,7.22,24.2,13.2,14.5,-16.8,18,22
4400,07/18/2021,8.53,-18.5,-25.2,13.3,17.3,-9.59,-19.7,15.5,14.8
900,07/19/2021,9.25,12.8,8.3,15.3,20.4,4.52,-23.3,17.3,15.2
2500,07/19/2021,11.7,14.5,21.3,23.9,11,10.9,-25.1,13.5,16.4
3400,07/19/2021,15.6,14.7,23.4,29.8,12.1,10.3,-6.62,22,31.3
